SPASE_ResourceID,HelioData_short_name,SPASE_ResourceName,HelioData_long_name,SPASE_AlternateName
spase://SMWG/Observatory/Ground/Abinger,Abinger,Abinger,Observatory Station Code: ABN,['Observatory Station Code: ABN']
spase://SMWG/Observatory/Ground/Abisko,Abisko,Abisko,Observatory Station Code: ABK,['Observatory Station Code: ABK']
spase://SMWG/Observatory/Ground/Addis.Ababa,Addis Ababa,Addis Ababa,Observatory Station Code: AAE,['Observatory Station Code: AAE']
spase://SMWG/Observatory/Ground/Agincourt,Agincourt,Agincourt,Observatory Station Code: AGN,['Observatory Station Code: AGN']
spase://SMWG/Observatory/Ground/Akulivik,Akulivik Geophysical Observatory,Akulivik Geophysical Observatory,Akulivik Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Alert,Alert,Alert,Observatory Station Code: ALE,['Observatory Station Code: ALE']
spase://SMWG/Observatory/Ground/Alibag,Alibag,Alibag,Observatory Station Code: ABG,['Observatory Station Code: ABG']
spase://SMWG/Observatory/Ground/Alma.Ata,Alma Ata,Alma Ata,Observatory Station Code: AAA,['Observatory Station Code: AAA']
spase://SMWG/Observatory/Ground/Almeria,Almeria,Almeria,Observatory Station Code: ALM,['Observatory Station Code: ALM']
spase://SMWG/Observatory/Ground/Amatsia,Amatsia,Amatsia,Observatory Station Code: AMT,['Observatory Station Code: AMT']
spase://SMWG/Observatory/Ground/Amberley,Amberley,Amberley,Observatory Station Code: AML,['Observatory Station Code: AML']
spase://SMWG/Observatory/Ground/Amderma,Amderma Geophysical Observatory,Amderma Geophysical Observatory,Amderma Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Americus,Americus Geophysical Observatory,Americus Geophysical Observatory,Observatory Station Code: AMER,['Observatory Station Code: AMER']
spase://SMWG/Observatory/Ground/Anchorage,Anchorage Geophysical Observatory,Anchorage Geophysical Observatory,Anchorage Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Andenes,Andenes Geophysical Observatory,Andenes Geophysical Observatory,Andenes Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Annamalainagar,Annamalainagar,Annamalainagar,Observatory Station Code: ANN,['Observatory Station Code: ANN']
spase://SMWG/Observatory/Ground/Antananarivo,Antananarivo,Antananarivo,Observatory Station Code: TAN,['Observatory Station Code: TAN']
spase://SMWG/Observatory/Ground/Apia,Apia,Apia,Observatory Station Code: API,['Observatory Station Code: API']
spase://SMWG/Observatory/Ground/Arctic.Village,Arctic Village Geophysical Observatory,Arctic Village Geophysical Observatory,Observatory Station Code: ARCT,['Observatory Station Code: ARCT']
spase://SMWG/Observatory/Ground/Arctowski,Arctowski,Arctowski,Observatory Station Code: ARC,['Observatory Station Code: ARC']
spase://SMWG/Observatory/Ground/Arequipa,Arequipa,Arequipa,Observatory Station Code: ARE,['Observatory Station Code: ARE']
spase://SMWG/Observatory/Ground/Arkhangelsk,Arkhangelsk,Arkhangelsk,Observatory Station Code: ARK,['Observatory Station Code: ARK']
spase://SMWG/Observatory/Ground/Arti,Arti,Arti,Observatory Station Code: ARS,['Observatory Station Code: ARS']
spase://SMWG/Observatory/Ground/Ascension.Island,Ascension Island,Ascension Island,Observatory Station Code: ASC,['Observatory Station Code: ASC']
spase://SMWG/Observatory/Ground/Ashkhabad,Ashkhabad,Ashkhabad,Observatory Station Code: ASH,"['Vannovskaya', 'Observatory Station Code: ASH']"
spase://SMWG/Observatory/Ground/Aso,Aso,Aso,Observatory Station Code: ASO,['Observatory Station Code: ASO']
spase://SMWG/Observatory/Ground/Athabasca,Athabasca Geophysical Observatory,Athabasca Geophysical Observatory,Athabasca Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Attu,Attu Geophysical Observatory,Attu Geophysical Observatory,Attu Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/AUGSBURG,Augsburg Searchcoil Observatory Group,Augsburg Searchcoil Observatory Group,Augsburg College Search Coil Ground Observatory Group,['Augsburg College Search Coil Ground Observatory Group']
spase://SMWG/Observatory/Ground/AUTUMN,AUTUMN,AUTUMN,Athabasca University THEMIS UCLA Magnetometer Network,['Athabasca University THEMIS UCLA Magnetometer Network']
spase://SMWG/Observatory/Ground/Baguio,Baguio,Baguio,Observatory Station Code: BAG,['Observatory Station Code: BAG']
spase://SMWG/Observatory/Ground/Baker.Lake,Baker Lake Geophysical Observatory,Baker Lake Geophysical Observatory,Baker Lake Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Bangui,Bangui,Bangui,Observatory Station Code: BNG,['Observatory Station Code: BNG']
spase://SMWG/Observatory/Ground/Bar.Gyora,Bar Gyora,Bar Gyora,Observatory Station Code: BGY,['Observatory Station Code: BGY']
spase://SMWG/Observatory/Ground/Baranov,Baranov Geophysical Observatory,Baranov Geophysical Observatory,Baranov Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Barentsburg,Barentsburg Geophysical Observatory,Barentsburg Geophysical Observatory,Barentsburg Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Barrow,Barrow Geophysical Observatory,Barrow Geophysical Observatory,Barrow Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/BAS,British Antarctic Survey,British Antarctic Survey,BAS,['BAS']
spase://SMWG/Observatory/Ground/Bay.Mills,BMLS,Bay Mills Geophysical Observatory,Observatory Station Code: BMLS,['Observatory Station Code: BMLS']
spase://SMWG/Observatory/Ground/BBSO,Big Bear Solar Observatory,Big Bear Solar Observatory,BBSO,['BBSO']
spase://SMWG/Observatory/Ground/BCMT,BCMT,BCMT,Bureau Central De Magnetisme Terrestre France,"['French National Magnetic Observatory', 'Bureau Central De Magnetisme Terrestre France']"
spase://SMWG/Observatory/Ground/Bear.Island,Bear Island,Bear Island,Observatory Station Code: BJN,"['Observatory Station Code: BJN', 'Bjørnøya']"
spase://SMWG/Observatory/Ground/Beijing,Beijing,Beijing,Observatory Station Code: BJI,['Observatory Station Code: BJI']
spase://SMWG/Observatory/Ground/Beijing.Ming.Tombs,Beijing Ming Tombs,Beijing Ming Tombs,Observatory Station Code: BMT,['Observatory Station Code: BMT']
spase://SMWG/Observatory/Ground/Beloit,Beloit,Beloit,Observatory Station Code: BLT,['Observatory Station Code: BLT']
spase://SMWG/Observatory/Ground/Belsk,Belsk,Belsk,Observatory Station Code: BEL,['Observatory Station Code: BEL']
spase://SMWG/Observatory/Ground/Bennington,BENN,Bennington Geophysical Observatory,Bennington Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Bereznyaki,Bereznyaki,Bereznyaki,Observatory Station Code: KGD,['Observatory Station Code: KGD']
spase://SMWG/Observatory/Ground/Bettles,BETT,Bettles Geophysical Observatory,Bettles Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/BGS,BGS,BGS,British Geological Survey,['British Geological Survey']
spase://SMWG/Observatory/Ground/Big.Delta,Big Delta,Big Delta,Observatory Station Code: BDE,['Observatory Station Code: BDE']
spase://SMWG/Observatory/Ground/Bjorn,Bjorn,Bjorn,Observatory Station Code: BJN,['Observatory Station Code: BJN']
spase://SMWG/Observatory/Ground/Bjornoya,Bjornoya Geophysical Observatory,Bjornoya Geophysical Observatory,Bjornoya Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Black.Forest,Black Forest,Black Forest,Observatory Station Code: BFO,['Observatory Station Code: BFO']
spase://SMWG/Observatory/Ground/Borok,Borok,Borok,Observatory Station Code: BOX,['Observatory Station Code: BOX']
spase://SMWG/Observatory/Ground/Boulder,Boulder Geophysical Observatory,Boulder Geophysical Observatory,Boulder Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Brorfelde,Brorfelde Geophysical Observatory,Brorfelde Geophysical Observatory,Brorfelde Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Budkov,Budkov,Budkov,Observatory Station Code: BDV,['Observatory Station Code: BDV']
spase://SMWG/Observatory/Ground/Burlington,Burlington,Burlington,Observatory Station Code: BRT,['Observatory Station Code: BRT']
spase://SMWG/Observatory/Ground/Byrd.Station.2,Byrd Station 2,Byrd Station 2,Observatory Station Code: BYR,['Observatory Station Code: BYR']
spase://SMWG/Observatory/Ground/Cambridge.Bay,Cambridge Bay Geophysical Observatory,Cambridge Bay Geophysical Observatory,Cambridge Bay Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/CANMOS,CANMOS,CANadian Magnetic Observatory System,CANMOS,['CANMOS']
spase://SMWG/Observatory/Ground/CANOPUS,CANOPUS,CANOPUS,Canadian Auroral Network for the OPEN (Origins of Plasmas in Earth°s Neighborhood) Program Unified Study,"['Canadian Auroral Network for the OPEN (Origins of Plasmas in Earth°s Neighborhood) Program Unified Study', 'CARISMA', 'Canadian Array for Realtime Investigations of Magnetic Activity']"
spase://SMWG/Observatory/Ground/Cape.Chelyuskin,Cape Chelyuskin,Cape Chelyuskin,Observatory Station Code: CCS,['Observatory Station Code: CCS']
spase://SMWG/Observatory/Ground/Cape.Dorset,CDRT,Cape Dorset Geophysical Observatory,Cape Dorset Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Cape.Town,Cape Town,Cape Town,Observatory Station Code: CTO,['Observatory Station Code: CTO']
spase://SMWG/Observatory/Ground/Cape.Wellen,Cape Wellen,Cape Wellen,Observatory Station Code: CWE,"['Uelen', 'Observatory Station Code: CWE']"
spase://SMWG/Observatory/Ground/CARISMA,CARISMA,CARISMA,Canadian Auroral Network for the OPEN (Origins of Plasmas in Earth°s Neighborhood) Program Unified Study,"['Canadian Array for Realtime Investigations of Magnetic Activity', 'CANOPUS', 'Canadian Auroral Network for the OPEN (Origins of Plasmas in Earth°s Neighborhood) Program Unified Study']"
spase://SMWG/Observatory/Ground/Carrollton,Carrollton,Carrollton,Observatory Station Code: CAX,['Observatory Station Code: CAX']
spase://SMWG/Observatory/Ground/Carson.City,CCNV,Carson City Geophysical Observatory,Carson City Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Castellaccio,Castellaccio,Castellaccio,Observatory Station Code: CAO,['Observatory Station Code: CAO']
spase://SMWG/Observatory/Ground/Centro.Geofisico,Centro Geofisico,Centro Geofisico,Observatory Station Code: HVN,['Observatory Station Code: HVN']
spase://SMWG/Observatory/Ground/Cha.Pa,Cha Pa,Cha Pa,Observatory Station Code: CPA,"['Sapa', 'Observatory Station Code: CPA']"
spase://SMWG/Observatory/Ground/Chambon.la.Foret,Chambon la Foret,Chambon-la-Foret,Observatory Station Code: CLF,['Observatory Station Code: CLF']
spase://SMWG/Observatory/Ground/Changchun,Changchun,Changchun,Observatory Station Code: CNH,"['Helong', 'Observatory Station Code: CNH']"
spase://SMWG/Observatory/Ground/Charcot,Charcot,Charcot,Observatory Station Code: CTX,['Observatory Station Code: CTX']
spase://SMWG/Observatory/Ground/Charters.Towers,Charters Towers,Charters Towers,Observatory Station Code: CTA,['Observatory Station Code: CTA']
spase://SMWG/Observatory/Ground/Cheltenham,Cheltenham,Cheltenham,Observatory Station Code: CLH,['Observatory Station Code: CLH']
spase://SMWG/Observatory/Ground/Chengdu,Chengdu,Chengdu,Observatory Station Code: CDP,['Observatory Station Code: CDP']
spase://SMWG/Observatory/Ground/Chibougamau,CHBG,Chibougamau Geophysical Observatory,Chibougamau Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Chibougaou,Chibougaou,Chibougaou,Observatory Station Code: CHBG,['Observatory Station Code: CHBG']
spase://SMWG/Observatory/Ground/Chichijima,Chichijima,Chichijima,Observatory Station Code: CBI,['Observatory Station Code: CBI']
spase://SMWG/Observatory/Ground/Clyde.River,CRVR,Clyde River Geophysical Observatory,Clyde River Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Coimbra,Coimbra,Coimbra,Observatory Station Code: COI,['Observatory Station Code: COI']
spase://SMWG/Observatory/Ground/College,College Geophysical Observatory,College Geophysical Observatory,College Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Colville.National.Forest,Colville National Forest Geophysical Observatory,Colville National Forest Geophysical Observatory,Colville National Forest Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Coral.Harbour,CHBR,Coral Harbour Geophysical Observatory,Observatory Station Code: CHBR,['Observatory Station Code: CHBR']
spase://SMWG/Observatory/Ground/CTIO,CTIO,CTIO,CTIO,['']
spase://SMWG/Observatory/Ground/Dallas,Dallas,Dallas,Observatory Station Code: DAL,['Observatory Station Code: DAL']
spase://SMWG/Observatory/Ground/Daneborg,DNB,Daneborg Geophysical Observatory,Daneborg Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Danmarkshavn,DMH,Danmarkshavn Geophysical Observatory,Danmarkshavn Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Davao,Davao,Davao,Observatory Station Code: DAV,['Observatory Station Code: DAV']
spase://SMWG/Observatory/Ground/De.Bilt,De Bilt,De Bilt,Observatory Station Code: DBN,['Observatory Station Code: DBN']
spase://SMWG/Observatory/Ground/Dead.Horse,DED,Dead Horse Geophysical Observatory,Dead Horse Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Dededo,GUA,Dededo Geophysical Observatory,Dededo Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Del.Rio,Del Rio,Del Rio,Observatory Station Code: DLR,['Observatory Station Code: DLR']
spase://SMWG/Observatory/Ground/Derby,DRBY,Derby Geophysical Observatory,Derby Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Dikson,Dikson Geophysical Observatory,Dikson Geophysical Observatory,Dikson Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Dombas,Dombas Geophysical Observatory,Dombas Geophysical Observatory,Dombas Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Dome.Concordia,Dome Concordia,Dome Concordia,Observatory Station Code: DMC,['Observatory Station Code: DMC']
spase://SMWG/Observatory/Ground/Donna,Donna Geophysical Observatory,Donna Geophysical Observatory,Donna Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Dourbes,Dourbes,Dourbes,Observatory Station Code: DOU,['Observatory Station Code: DOU']
spase://SMWG/Observatory/Ground/DTU,Technical University of Danmark,Technical University of Danmark,DTU,['DTU']
spase://SMWG/Observatory/Ground/Dumont.d.Urville,Dumont d'Urville,Dumont d'Urville,Observatory Station Code: DRV,['Observatory Station Code: DRV']
spase://SMWG/Observatory/Ground/Dusheti,Dusheti,Dusheti,Observatory Station Code: TFS,"['Tblisi', 'Observatory Station Code: TFS']"
spase://SMWG/Observatory/Ground/Dymer,Dymer,Dymer,Observatory Station Code: KIV,['Observatory Station Code: KIV']
spase://SMWG/Observatory/Ground/Eagle,EAGL,Eagle Geophysical Observatory,Eagle Geophysical Observatory,['']
spase://SMWG/Observatory/Ground/Easter.Island,Easter Island,Easter Island,Observatory Station Code: EIC,['Observatory Station Code: EIC']
spase://SMWG/Observatory/Ground/Ebro,Ebro,Ebro,Observatory Station Code: EBR,['Observatory Station Code: EBR']
spase://SMWG/Observatory/Ground/Eights,Eights,Eights,Observatory Station Code: EGS,['Observatory Station Code: EGS']
spase://SMWG/Observatory/Ground/Eilat,Eilat,Eilat,Observatory Station Code: ELT,['Observatory Station Code: ELT']
spase://SMWG/Observatory/Ground/Ekaterinburg,Ekaterinburg,Ekaterinburg,Observatory Station Code: EKT,['Observatory Station Code: EKT']
spase://SMWG/Observatory/Ground/Ekati,EKAT,Ekati Geophysical Observatory,Observatory Station Code: EKAT,['Observatory Station Code: EKAT']
spase://SMWG/Observatory/Ground/Esashi,Esashi,Esashi,Observatory Station Code: ESA,['Observatory Station Code: ESA']
spase://SMWG/Observatory/Ground/Eskdalemuir,Eskdalemuir,Eskdalemuir,Observatory Station Code: ESK,['Observatory Station Code: ESK']
spase://SMWG/Observatory/Ground/Etaiyapuram,Etaiyapuram,Etaiyapuram,Observatory Station Code: ETT,['Observatory Station Code: ETT']
spase://SMWG/Observatory/Ground/Eyrewell,Eyrewell,Eyrewell,Observatory Station Code: EYR,['Observatory Station Code: EYR']
spase://SMWG/Observatory/Ground/Fanning,Fanning,Fanning,Observatory Station Code: FAN,['Observatory Station Code: FAN']
spase://SMWG/Observatory/Ground/Faraday.Islands,Faraday Islands,Faraday Islands,Observatory Station Code: AIA,"['Argentine Island', 'Observatory Station Code: AIA']"
spase://SMWG/Observatory/Ground/Flin.Flon,Flin Flon Geophysical Observatory,Flin Flon Geophysical Observatory,Flin Flon Vector Magnetic Field 0.5 s Data Geophysical Observatory,"['Flin Flon Vector Magnetic Field 0.5 s Data Geophysical Observatory', 'Observatory Station Code: TPAS', 'The Pas']"
spase://SMWG/Observatory/Ground/Fort.Churchill,Fort Churchill Geophysical Observatory,Fort Churchill Geophysical Observatory,Observatory Station Code: FCC,['Observatory Station Code: FCC']
spase://SMWG/Observatory/Ground/Fort.Churchill.2,Fort Churchill Geophysical Observatory,Fort Churchill Geophysical Observatory,Observatory Station Code: FCHU,['Observatory Station Code: FCHU']
spase://SMWG/Observatory/Ground/Fort.Nelson,FTN,Fort Nelson Geophysical Observatory,Observatory Station Code: FTN,['Observatory Station Code: FTN']
spase://SMWG/Observatory/Ground/Fort.Rae.2,Fort Rae,Fort Rae 2,Observatory Station Code: FRA,['Observatory Station Code: FRA']
spase://SMWG/Observatory/Ground/Fort.Simpson,Fort Simpson Geophysical Observatory,Fort Simpson Geophysical Observatory,Observatory Station Code: FSIM,['Observatory Station Code: FSIM']
spase://SMWG/Observatory/Ground/Fort.Smith,Fort Smith Geophysical Observatory,Fort Smith Geophysical Observatory,Observatory Station Code: FSMI,['Observatory Station Code: FSMI']
spase://SMWG/Observatory/Ground/Fort.St.John,FSJ,Fort St. John Geophysical Observatory,Observatory Station Code: FSJ,['Observatory Station Code: FSJ']
spase://SMWG/Observatory/Ground/Fort.Yates,FYTS,Fort Yates Geophysical Observatory,Observatory Station Code: FYTS,['Observatory Station Code: FYTS']
spase://SMWG/Observatory/Ground/Fort.Yukon,Fort Yukon Geophysical Observatory,Fort Yukon Geophysical Observatory,Observatory Station Code: FYKN,['Observatory Station Code: FYKN']
spase://SMWG/Observatory/Ground/Fredericksburg,Fredericksburg Geophysical Observatory,Fredericksburg Geophysical Observatory,Observatory Station Code: FRD,['Observatory Station Code: FRD']
spase://SMWG/Observatory/Ground/Freetown.2,Freetown,Freetown 2,Observatory Station Code: FTN,['Observatory Station Code: FTN']
spase://SMWG/Observatory/Ground/Fresno,Fresno Geophysical Observatory,Fresno Geophysical Observatory,Observatory Station Code: FRN,['Observatory Station Code: FRN']
spase://SMWG/Observatory/Ground/Fuquene,Fuquene,Fuquene,Observatory Station Code: FUQ,['Observatory Station Code: FUQ']
spase://SMWG/Observatory/Ground/Furstenfeldbruck,Furstenfeldbruck,Furstenfeldbruck,Observatory Station Code: FUR,['Observatory Station Code: FUR']
spase://SMWG/Observatory/Ground/GA,Geoscience Australia,Geoscience Australia,GA,['GA']
spase://SMWG/Observatory/Ground/Gakona,Gakona Geophysical Observatory,Gakona Geophysical Observatory,Observatory Station Code: GAKO,['Observatory Station Code: GAKO']
spase://SMWG/Observatory/Ground/GCRAS,Geomagnetic Data Center Russia Ukraine,Geomagnetic Data Center Russia Ukraine,GCRAS,['GCRAS']
spase://SMWG/Observatory/Ground/GFZ,GeoForschungsZentrum,GeoForschungsZentrum ,German Research Centre for Geosciences,"['German Research Centre for Geosciences', 'GFZ']"
spase://SMWG/Observatory/Ground/Gillam,Gillam Geophysical Observatory,Gillam Geophysical Observatory,Observatory Station Code: GILL,['Observatory Station Code: GILL']
spase://SMWG/Observatory/Ground/GIMA,GIMA,Geophysical Institute Magnetometer Array,GIMA,['GIMA']
spase://SMWG/Observatory/Ground/Gjoa.Haven,GJOA,Gjoa Haven Geophysical Observatory,Observatory Station Code: GJOA,['Observatory Station Code: GJOA']
spase://SMWG/Observatory/Ground/Glenlea,Glenlea,Glenlea,Observatory Station Code: GLN,['Observatory Station Code: GLN']
spase://SMWG/Observatory/Ground/Glyndon,GLYN,Glyndon Geophysical Observatory,Observatory Station Code: GLYN,['Observatory Station Code: GLYN']
spase://SMWG/Observatory/Ground/GMAG,GMAG,THEMIS-Associated Ground Magnetometer Stations,THEMIS-Associated Ground Magnetometer Stations,['']
spase://SMWG/Observatory/Ground/Gnangara,Gnangara,Gnangara,Observatory Station Code: GNA,['Observatory Station Code: GNA']
spase://SMWG/Observatory/Ground/Golmud,Golmud,Golmud,Observatory Station Code: GLM,['Observatory Station Code: GLM']
spase://SMWG/Observatory/Ground/Goose.Bay,GBAY,Goose Bay Geophysical Observatory,Observatory Station Code: GBAY,['Observatory Station Code: GBAY']
spase://SMWG/Observatory/Ground/Gornotayezhnaya,Gornotayezhnaya,Gornotayezhnaya,Observatory Station Code: VLA,['Observatory Station Code: VLA']
spase://SMWG/Observatory/Ground/Grahamstown,Grahamstown,Grahamstown,Observatory Station Code: GRM,['Observatory Station Code: GRM']
spase://SMWG/Observatory/Ground/Great.Whale.River,Great Whale River,Great Whale River,Observatory Station Code: GWC,['Observatory Station Code: GWC']
spase://SMWG/Observatory/Ground/Grocka,Grocka,Grocka,Observatory Station Code: GCK,['Observatory Station Code: GCK']
spase://SMWG/Observatory/Ground/Guam,Guam,Guam,Observatory Station Code: GUA,['Observatory Station Code: GUA']
spase://SMWG/Observatory/Ground/Guangzhou,Guangzhou,Guangzhou,Observatory Station Code: GZH,['Observatory Station Code: GZH']
spase://SMWG/Observatory/Ground/Guimar,Guimar,Guimar,Observatory Station Code: GUI,['Observatory Station Code: GUI']
spase://SMWG/Observatory/Ground/Halley.Bay,Halley Bay,Halley Bay,Observatory Station Code: HBA,['Observatory Station Code: HBA']
spase://SMWG/Observatory/Ground/Hankasalmi,Hankasalmi Geophysical Observatory,Hankasalmi Geophysical Observatory,Hankasalmi Geophysical Observatory,['']
