HelioData_long_name,SPASE_AlternateName
IAGA:FRN,"['IAGA:FRN', 'Fresno']"
IAGA:FUQ,"['IAGA:FUQ', 'Fuquene']"
Furstenfeldbruck,"['Furstenfeldbruck', 'IAGA:FUR']"
Gauss.Station,"['Gauss.Station', 'IAGA:GAS']"
IAGA:GEL,"['IAGA:GEL', 'Gelania']"
Genova.C,"['Genova.C', 'IAGA:GEN']"
Genova.Monte.Capellino,"['Genova.Monte.Capellino', 'IAGA:MCP']"
Georg.Von.Neumayer,"['Georg.Von.Neumayer', 'IAGA:GVN']"
Gibilmanna,"['Gibilmanna', 'IAGA:GIB']"
IAGA:GIT,"['IAGA:GIT', 'Gilgit']"
IAGA:GIM,"['IAGA:GIM', 'Gillam']"
Girardville,"['Girardville', 'IAGA:GIR']"
Gjoahavn,"['Gjoahavn', 'IAGA:GJO']"
IAGA:GLN,"['IAGA:GLN', 'Glenlea']"
Gnangara,"['Gnangara', 'IAGA:GNA']"
IAGA:GDH,"['IAGA:GDH', 'Godhavn']"
Godthaab,"['Godthaab', 'IAGA:GHB']"
IAGA:GLM,"['IAGA:GLM', 'Golmud']"
Gonzales.Videla,"['Gonzales.Videla', 'IAGA:GVD']"
Vladivostok,"['Vladivostok', 'IAGA:VLA']"
Gottingen-1,"['Gottingen-1', 'IAGA:GOT']"
Gottingen-2,"['Gottingen-2', 'IAGA:GTT']"
Grahamstown,"['Grahamstown', 'IAGA:GRM']"
Great.Wall.Station,"['Great.Wall.Station', 'IAGA:GTW']"
Great.Whale.River,"['Great.Whale.River', 'IAGA:GWC']"
Greenwich,"['Greenwich', 'IAGA:GRW']"
IAGA:GCK,"['IAGA:GCK', 'Grocka']"
Gross.Raum,"['Gross.Raum', 'IAGA:GRR']"
Grytviken,"['Grytviken', 'IAGA:GTV']"
IAGA:GUA,"['IAGA:GUA', 'Guam']"
Guangzhou,"['Guangzhou', 'IAGA:GZH']"
IAGA:GUI,"['IAGA:GUI', 'Guimar']"
Hackney.Wick.1,"['Hackney.Wick.1', 'IAGA:HWK']"
Hackney.Wick.2,"['Hackney.Wick.2', 'IAGA:BYH']"
IAGA:HLL,"['IAGA:HLL', 'Hallet']"
Halley.Bay,"['Halley.Bay', 'IAGA:HBA']"
IAGA:HAM,"['IAGA:HAM', 'Hamburg']"
Hankasalmi,"['Hankasalmi', 'IAGA:HAN']"
Hartebeesthoek,"['Hartebeesthoek', 'IAGA:HBK']"
Hartland,"['Hartland', 'IAGA:HAD']"
IAGA:HTY,"['IAGA:HTY', 'Hatizyo']"
IAGA:HVN,"['IAGA:HVN', 'Havana']"
Hayriver,"['Hayriver', 'IAGA:HRI']"
IAGA:HEA,"['IAGA:HEA', 'Healy']"
Heard.Island,"['Heard.Island', 'IAGA:HII']"
Heiss.Island,"['Heiss.Island', 'IAGA:HIS']"
IAGA:HLP,"['IAGA:HLP', 'Hel']"
Helsinki,"['Helsinki', 'IAGA:HLS']"
IAGA:HLW,"['IAGA:HLW', 'Helwan']"
Herchmer,"['Herchmer', 'IAGA:HCR']"
Hermanus,"['Hermanus', 'IAGA:HER']"
Hermsdorf,"['Hermsdorf', 'IAGA:HDF']"
IAGA:HBT,"['IAGA:HBT', 'Hobart']"
Hollandia,"['Hollandia', 'IAGA:HNA']"
Holsteinsborg,"['Holsteinsborg', 'IAGA:HST']"
Hong.Kong.1,"['Hong.Kong.1', 'IAGA:HKC']"
Honolulu.1-2-3,"['Honolulu.1-2-3', 'IAGA:HON']"
Hornsund,"['Hornsund', 'IAGA:HRN']"
Huancayo,"['Huancayo', 'IAGA:HUA']"
Hurbanovo,"['Hurbanovo', 'IAGA:HRB']"
Husafell,"['Husafell', 'IAGA:HUS']"
Hyderabad,"['Hyderabad', 'IAGA:HYB']"
IAGA:IBD,"['IAGA:IBD', 'Ibadan']"
IAGA:IIF,"['IAGA:IIF', 'Ile-Ife']"
Inge.Lehmann,"['Inge.Lehmann', 'IAGA:ILN']"
IAGA:INK,"['IAGA:INK', 'Inuvik']"
IAGA:IQA,"['IAGA:IQA', 'Iqaluit']"
Isachsen,"['Isachsen', 'IAGA:ISC']"
Islamabad,"['Islamabad', 'IAGA:ISP']"
Island.Lake,"['Island.Lake', 'IAGA:ISL']"
Istanbul.Kandilly,"['Istanbul.Kandilly', 'IAGA:ISK']"
IAGA:IVA,"['IAGA:IVA', 'Ivalo']"
IAGA:IVI,"['IAGA:IVI', 'Ivigtut']"
IAGA:IZN,"['IAGA:IZN', 'Iznik']"
IAGA:JAI,"['IAGA:JAI', 'Jaipur']"
IAGA:JAL,"['IAGA:JAL', 'Jaluit']"
Jan.Mayen,"['Jan.Mayen', 'IAGA:JMI']"
IAGA:YNV,"['IAGA:YNV', 'Janow']"
Jarvis.Island,"['Jarvis.Island', 'IAGA:JRV']"
IAGA:JSS,"['IAGA:JSS', 'Jassy']"
Jekman.Island,"['Jekman.Island', 'IAGA:JKI']"
Johnson.Point,"['Johnson.Point', 'IAGA:JOP']"
Julianehaab,"['Julianehaab', 'IAGA:JUL']"
IAGA:KDU,"['IAGA:KDU', 'Kakadu']"
IAGA:KAK,"['IAGA:KAK', 'Kakioka']"
Kaliningrad-1,"['Kaliningrad-1', 'IAGA:KLD']"
Kaliningrad-2,"['Kaliningrad-2', 'IAGA:KNG']"
Kamenniyj.Mys,"['Kamenniyj.Mys', 'IAGA:KAM']"
Kandalaksha,"['Kandalaksha', 'IAGA:KND']"
IAGA:KNY,"['IAGA:KNY', 'Kanoya']"
IAGA:KNZ,"['IAGA:KNZ', 'Kanozan']"
Kap.Tobin,"['Kap.Tobin', 'IAGA:KTG']"
IAGA:KRC,"['IAGA:KRC', 'Karachi']"
IAGA:KVA,"['IAGA:KVA', 'Karavia']"
Karmakuli,"['Karmakuli', 'IAGA:KAR']"
IAGA:KAS,"['IAGA:KAS', 'Karsani']"
IAGA:KSH,"['IAGA:KSH', 'Kashi']"
IAGA:KAT,"['IAGA:KAT', 'Katuura']"
Keetmanshoop,"['Keetmanshoop', 'IAGA:KEE']"
IAGA:KEL,"['IAGA:KEL', 'Keles']"
IAGA:KEM,"['IAGA:KEM', 'Kem']"
Kerguelen,"['Kerguelen', 'IAGA:KGL']"
IAGA:KEW,"['IAGA:KEW', 'Kew']"
Key.West,"['Key.West', 'IAGA:KWT']"
Khabarovsk,"['Khabarovsk', 'IAGA:KHB']"
Kharasavey,"['Kharasavey', 'IAGA:KHS']"
IAGA:KIE,"['IAGA:KIE', 'Kiel']"
King.George.Island,"['King.George.Island', 'IAGA:KGI']"
King.Point,"['King.Point', 'IAGA:KPT']"
Kinguafjord,"['Kinguafjord', 'IAGA:KGF']"
IAGA:KIR,"['IAGA:KIR', 'Kiruna']"
Klagenfurt,"['Klagenfurt', 'IAGA:KFT']"
IAGA:KLY,"['IAGA:KLY', 'Klyuchi']"
Kodaikanal,"['Kodaikanal', 'IAGA:KOD']"
Kontagora,"['Kontagora', 'IAGA:KNT']"
IAGA:KTS,"['IAGA:KTS', 'Korets']"
IAGA:KOR,"['IAGA:KOR', 'Koror']"
Kotzebue,"['Kotzebue', 'IAGA:KOT']"
IAGA:KOU,"['IAGA:KOU', 'Kourou']"
IAGA:CRA,"['IAGA:CRA', 'Krakau']"
Krasnaya.Pakhra,"['Krasnaya.Pakhra', 'IAGA:MOS']"
Kremsmunster,"['Kremsmunster', 'IAGA:KRE']"
IAGA:KSA,"['IAGA:KSA', 'Ksara']"
IAGA:KTC,"['IAGA:KTC', 'Kuchino']"
IAGA:KUM,"['IAGA:KUM', 'Kumasi']"
IAGA:KUP,"['IAGA:KUP', 'Kupang']"
IAGA:KUY,"['IAGA:KUY', 'Kuyper']"
Kwajalein,"['Kwajalein', 'IAGA:KWJ']"
Kzil-Agach,"['Kzil-Agach', 'IAGA:KZA']"
La.Maddalena,"['La.Maddalena', 'IAGA:LMD']"
IAGA:LPB,"['IAGA:LPB', 'La.Paz']"
La.Quiaca,"['La.Quiaca', 'IAGA:LQA']"
Langenberg.And.Bochum,"['Langenberg.And.Bochum', 'IAGA:BOC']"
IAGA:LZH,"['IAGA:LZH', 'Lanzhou']"
L'Aquila,"[""L'Aquila"", 'IAGA:AQU']"
Las.Acacias,"['Las.Acacias', 'IAGA:LAS']"
IAGA:LAU,"['IAGA:LAU', 'Lauder']"
IAGA:LZV,"['IAGA:LZV', 'Lazarev']"
Leadville,"['Leadville', 'IAGA:LDV']"
Learmonth,"['Learmonth', 'IAGA:LRM']"
IAGA:LED,"['IAGA:LED', 'Leduc']"
Leirvogur,"['Leirvogur', 'IAGA:LRV']"
IAGA:LER,"['IAGA:LER', 'Lerwick']"
IAGA:LSA,"['IAGA:LSA', 'Lhasa']"
IAGA:LIS,"['IAGA:LIS', 'Lisbon']"
Little.America,"['Little.America', 'IAGA:LAA']"
Livingston.Island,"['Livingston.Island', 'IAGA:LIV']"
IAGA:LGR,"['IAGA:LGR', 'Logrono']"
IAGA:LOC,"['IAGA:LOC', 'Lompoc']"
Murmansk,"['Murmansk', 'IAGA:MMK']"
Loring.AFB,"['Loring.AFB', 'IAGA:LOB']"
Los.Angeles,"['Los.Angeles', 'IAGA:LOS']"
Lourenco.Marques,"['Lourenco.Marques', 'IAGA:LMM']"
IAGA:LOV,"['IAGA:LOV', 'Lovo']"
Lovozero,"['Lovozero', 'IAGA:LOZ']"
IAGA:LUA,"['IAGA:LUA', 'Luanda']"
IAGA:LUB,"['IAGA:LUB', 'Lubeck']"
Lucky.Lake,"['Lucky.Lake', 'IAGA:LUC']"
Lukiapang-1,"['Lukiapang-1', 'IAGA:LKP']"
Lukiapang-2,"['Lukiapang-2', 'IAGA:LUK']"
IAGA:LNP,"['IAGA:LNP', 'Lunping']"
IAGA:LVV,"['IAGA:LVV', 'Lvov']"
IAGA:LWI,"['IAGA:LWI', 'Lwiro']"
Lynn.Lake,"['Lynn.Lake', 'IAGA:LYN']"
Macquarie.Island,"['Macquarie.Island', 'IAGA:MCQ']"
IAGA:MDS,"['IAGA:MDS', 'Madras']"
IAGA:MDD,"['IAGA:MDD', 'Madrid']"
IAGA:MGD,"['IAGA:MGD', 'Magadan']"
Magallanes,"['Magallanes', 'IAGA:MGS']"
Maisach-1,"['Maisach-1', 'IAGA:MAS']"
Maisach-2,"['Maisach-2', 'IAGA:MSC']"
Vladivostok,"['Vladivostok', 'IAGA:MAI']"
IAGA:MJR,"['IAGA:MJR', 'Majuro']"
Makerstoun,"['Makerstoun', 'IAGA:MAK']"
Malyye.Karmakuly,"['Malyye.Karmakuly', 'IAGA:MKL']"
IAGA:MND,"['IAGA:MND', 'Manado']"
IAGA:MAB,"['IAGA:MAB', 'Manhay']"
IAGA:MAN,"['IAGA:MAN', 'Manila']"
Manzhouli,"['Manzhouli', 'IAGA:MZL']"
Marion.Island,"['Marion.Island', 'IAGA:MRN']"
Martin.De.Vivies,"['Martin.De.Vivies', 'IAGA:AMS']"
Matochkin.Shar,"['Matochkin.Shar', 'IAGA:MSR']"
Mauritius,"['Mauritius', 'IAGA:MRI']"
IAGA:MAW,"['IAGA:MAW', 'Mawson']"
IAGA:MBO,"['IAGA:MBO', 'MBour']"
Mcmath-Hulbert,"['Mcmath-Hulbert', 'IAGA:MMH']"
IAGA:MCM,"['IAGA:MCM', 'Mcmurdo']"
IAGA:MEA,"['IAGA:MEA', 'Meanook']"
Melbourne,"['Melbourne', 'IAGA:MEL']"
Melville.AFB,"['Melville.AFB', 'IAGA:MEV']"
Memambetsu,"['Memambetsu', 'IAGA:MMB']"
Mexico.City,"['Mexico.City', 'IAGA:MEX']"
Midway-1,"['Midway-1', 'IAGA:MDY']"
Midway-2,"['Midway-2', 'IAGA:MID']"
IAGA:BMK,"['IAGA:BMK', 'Mikolow']"
Minamitory.Shima,"['Minamitory.Shima', 'IAGA:MIN']"
Minneapolis,"['Minneapolis', 'IAGA:MNN']"
Pleshenitzi,"['Pleshenitzi', 'IAGA:MNK']"
IAGA:MIR,"['IAGA:MIR', 'Mirny']"
Misallat,"['Misallat', 'IAGA:MLT']"
IAGA:MIU,"['IAGA:MIU', 'Miyazu']"
IAGA:MIO,"['IAGA:MIO', 'Mizuho']"
Mizusawa,"['Mizusawa', 'IAGA:MIZ']"
IAGA:MOH,"['IAGA:MOH', 'Mo.He']"
IAGA:MFP,"['IAGA:MFP', 'Moca']"
IAGA:MOD,"['IAGA:MOD', 'Modiim']"
Mogadiscio,"['Mogadiscio', 'IAGA:MOG']"
Molodezhnaya,"['Molodezhnaya', 'IAGA:MOL']"
IAGA:MSK,"['IAGA:MSK', 'Moskva']"
Mould.Bay,"['Mould.Bay', 'IAGA:MBC']"
Mount.Weather,"['Mount.Weather', 'IAGA:MWR']"
Mt.Clemens,"['Mt.Clemens', 'IAGA:MCL']"
Mt.Wilson,"['Mt.Wilson', 'IAGA:MWC']"
IAGA:MNH,"['IAGA:MNH', 'Munchen']"
Muntinlupa,"['Muntinlupa', 'IAGA:MUT']"
Murchison.Bay,"['Murchison.Bay', 'IAGA:MUB']"
Murmansk,"['Murmansk', 'IAGA:MRM']"
IAGA:NGP,"['IAGA:NGP', 'Nagpur']"
Nagycenk,"['Nagycenk', 'IAGA:NCK']"
IAGA:NAI,"['IAGA:NAI', 'Nairobi']"
IAGA:NMP,"['IAGA:NMP', 'Nampula']"
Nanortalik,"['Nanortalik', 'IAGA:NNT']"
IAGA:NTS,"['IAGA:NTS', 'Nantes']"
Narssarssuaq,"['Narssarssuaq', 'IAGA:NAQ']"
Nerchinsk,"['Nerchinsk', 'IAGA:NER']"
Neufahrwasser,"['Neufahrwasser', 'IAGA:NFW']"
IAGA:VNA,"['IAGA:VNA', 'VNA']"
New.Alesund,"['New.Alesund', 'IAGA:NAL']"
New.Year.Island,"['New.Year.Island', 'IAGA:NYI']"
IAGA:NEW,"['IAGA:NEW', 'Newport']"
IAGA:NCE,"['IAGA:NCE', 'Nice']"
IAGA:NDA,"['IAGA:NDA', 'Nida']"
IAGA:NGK,"['IAGA:NGK', 'Niemegk']"
Nitsanim,"['Nitsanim', 'IAGA:NSM']"
Nizhnedevitsk,"['Nizhnedevitsk', 'IAGA:NNV']"
IAGA:NRD,"['IAGA:NRD', 'Nord']"
IAGA:NOK,"['IAGA:NOK', 'Norilsk']"
Norman.Wells,"['Norman.Wells', 'IAGA:NOW']"
North.Pole.10,"['North.Pole.10', 'IAGA:NPJ']"
North.Pole.12,"['North.Pole.12', 'IAGA:NPL']"
North.Pole.13,"['North.Pole.13', 'IAGA:NPM']"
North.Pole.6,"['North.Pole.6', 'IAGA:NPF']"
North.Pole.7,"['North.Pole.7', 'IAGA:NPG']"
North.Pole.8,"['North.Pole.8', 'IAGA:NPH']"
Northway,"['Northway', 'IAGA:NRW']"
Norway.House,"['Norway.House', 'IAGA:NHO']"
Norway.Station,"['Norway.Station', 'IAGA:NWS']"
Novokazalinsk,"['Novokazalinsk', 'IAGA:NKK']"
Novolazarevskaya,"['Novolazarevskaya', 'IAGA:NVL']"
Novosibirsk,"['Novosibirsk', 'IAGA:NVS']"
IAGA:NMT,"['IAGA:NMT', 'Numto']"
Nurmijarvi,"['Nurmijarvi', 'IAGA:NUR']"
IAGA:OAS,"['IAGA:OAS', 'Oasis']"
IAGA:ODA,"['IAGA:ODA', 'Odessa']"
O'Gyalia,"[""O'Gyalia"", 'IAGA:OGY']"
IAGA:OKN,"['IAGA:OKN', 'Okinawa']"
IAGA:ONW,"['IAGA:ONW', 'Onagawa']"
Orange.Bay,"['Orange.Bay', 'IAGA:ORB']"
Orcadas.Del.Sur,"['Orcadas.Del.Sur', 'IAGA:ORC']"
IAGA:OSL,"['IAGA:OSL', 'Oslo']"
IAGA:OTM,"['IAGA:OTM', 'Otomari']"
IAGA:OTT,"['IAGA:OTT', 'Ottawa']"
Oulujarvi,"['Oulujarvi', 'IAGA:OUL']"
IAGA:PLA,"['IAGA:PLA', 'Palau']"
Palmyra.Island,"['Palmyra.Island', 'IAGA:PAI']"
Panagyurishte,"['Panagyurishte', 'IAGA:PAG']"
IAGA:PPT,"['IAGA:PPT', 'Papeete']"
Paramaribo,"['Paramaribo', 'IAGA:PAB']"
Petropavlovsk,"['Petropavlovsk', 'IAGA:PET']"
Patacamaya,"['Patacamaya', 'IAGA:PTY']"
IAGA:PAT,"['IAGA:PAT', 'Patrick']"
Irkoutsk,"['Irkoutsk', 'IAGA:IRT']"
IAGA:PBK,"['IAGA:PBK', 'Pebek']"
IAGA:PEG,"['IAGA:PEG', 'Pedeli']"
Peking.1,"['Peking.1', 'IAGA:PEK']"
IAGA:PNN,"['IAGA:PNN', 'Penang']"
Perpignan,"['Perpignan', 'IAGA:PER']"
IAGA:PTS,"['IAGA:PTS', 'Petsamo']"
Philadelphia,"['Philadelphia', 'IAGA:PGC']"
IAGA:PHU,"['IAGA:PHU', 'Phutuy']"
IAGA:PIL,"['IAGA:PIL', 'Pilar']"
Pionerskaya,"['Pionerskaya', 'IAGA:PIO']"
Pitlekaya,"['Pitlekaya', 'IAGA:PTL']"
Plaisance,"['Plaisance', 'IAGA:PLS']"
IAGA:PTU,"['IAGA:PTU', 'Plateau']"
Podkamenaya.Tunguska,"['Podkamenaya.Tunguska', 'IAGA:POD']"
Poker.Flat,"['Poker.Flat', 'IAGA:POK']"
IAGA:POL,"['IAGA:POL', 'Pola']"
Pondicherry,"['Pondicherry', 'IAGA:PND']"
Port.Aux.Francais,"['Port.Aux.Francais', 'IAGA:PAF']"
Port.Foulke,"['Port.Foulke', 'IAGA:PFK']"
Port.Jeanne.D'Arc,"[""Port.Jeanne.D'Arc"", 'IAGA:PJA']"
Port.Moresby,"['Port.Moresby', 'IAGA:PMG']"
Port.Stanley,"['Port.Stanley', 'IAGA:PST']"
Poste.De.La.Baleine,"['Poste.De.La.Baleine', 'IAGA:PBQ']"
IAGA:POT,"['IAGA:POT', 'Potsdam']"
IAGA:PRA,"['IAGA:PRA', 'Prague']"
Preobrazhenia,"['Preobrazhenia', 'IAGA:PRE']"
IAGA:PCU,"['IAGA:PCU', 'Price']"
Pruhonice,"['Pruhonice', 'IAGA:PRU']"
Qianling,"['Qianling', 'IAGA:QIX']"
Qiongzhong,"['Qiongzhong', 'IAGA:QGZ']"
IAGA:QSB,"['IAGA:QSB', 'Qsaybeh']"
Quanzhou,"['Quanzhou', 'IAGA:QZH']"
IAGA:QUE,"['IAGA:QUE', 'Quetta']"
Raciborg,"['Raciborg', 'IAGA:RAC']"
Rankin.Inlet,"['Rankin.Inlet', 'IAGA:RIT']"
Rapid.City,"['Rapid.City', 'IAGA:RPC']"
Refuge.Harbour,"['Refuge.Harbour', 'IAGA:RFH']"
Regensberg,"['Regensberg', 'IAGA:REG']"
Resolute.Bay,"['Resolute.Bay', 'IAGA:RES']"
Rio.De.Janeiro,"['Rio.De.Janeiro', 'IAGA:RDJ']"
Roburent,"['Roburent', 'IAGA:ROB']"
Roi.Baudouin,"['Roi.Baudouin', 'IAGA:RBD']"
IAGA:ROK,"['IAGA:ROK', 'Rostock']"
Rostov.On.Don,"['Rostov.On.Don', 'IAGA:ROD']"
Rude.Skov,"['Rude.Skov', 'IAGA:RSV']"
IAGA:RYB,"['IAGA:RYB', 'Rybachy']"
Las.Mesas,"['Las.Mesas', 'IAGA:TEN']"
Sabhawala,"['Sabhawala', 'IAGA:SAB']"
Sable.Island,"['Sable.Island', 'IAGA:SBL']"
Sachs.Harbour,"['Sachs.Harbour', 'IAGA:SAH']"
Sagastyr,"['Sagastyr', 'IAGA:SAG']"
Saint.Maur,"['Saint.Maur', 'IAGA:PSM']"
San.Fernando,"['San.Fernando', 'IAGA:SFS']"
San.Jose.Dos.Campos,"['San.Jose.Dos.Campos', 'IAGA:SJB']"
San.Jose.Las.Lajas,"['San.Jose.Las.Lajas', 'IAGA:SJL']"
San.Juan.1-2-3,"['San.Juan.1-2-3', 'IAGA:SJG']"
San.Miguel,"['San.Miguel', 'IAGA:SMG']"
San.Pablo.De.Los.Montes,"['San.Pablo.De.Los.Montes', 'IAGA:SPT']"
IAGA:SNA,"['IAGA:SNA', 'Sanae']"
Santiago,"['Santiago', 'IAGA:SNT']"
IAGA:SAN,"['IAGA:SAN', 'Sanya']"
Saskatoon,"['Saskatoon', 'IAGA:SAS']"
Scoresby.Sund,"['Scoresby.Sund', 'IAGA:SCO']"
Scott.Base,"['Scott.Base', 'IAGA:SBA']"
Sdr.Stromfjord,"['Sdr.Stromfjord', 'IAGA:STF']"
IAGA:SED,"['IAGA:SED', 'Seddin']"
IAGA:SEO,"['IAGA:SEO', 'Seoul']"
IAGA:SEY,"['IAGA:SEY', 'Seykha']"
IAGA:SHT,"['IAGA:SHT', 'Shatsk']"
She-Shan,"['She-Shan', 'IAGA:SSH']"
Shepherd.Bay,"['Shepherd.Bay', 'IAGA:SHB']"
Shillong,"['Shillong', 'IAGA:SHL']"
Shumagin,"['Shumagin', 'IAGA:SHU']"
Sidmouth,"['Sidmouth', 'IAGA:SDH']"
IAGA:SIL,"['IAGA:SIL', 'Silchar']"
Simferopol,"['Simferopol', 'IAGA:SIM']"
Simosato,"['Simosato', 'IAGA:SSO']"
Singapore,"['Singapore', 'IAGA:SIN']"
IAGA:SPL,"['IAGA:SPL', 'Siple']"
IAGA:SIT,"['IAGA:SIT', 'Sitka']"
IAGA:SLU,"['IAGA:SLU', 'Slutsk']"
Sodankyla,"['Sodankyla', 'IAGA:SOD']"
IAGA:SOG,"['IAGA:SOG', 'Sogra']"
Sonmiani,"['Sonmiani', 'IAGA:SON']"
IAGA:SOR,"['IAGA:SOR', 'Soroa']"
South.Georgia,"['South.Georgia', 'IAGA:SGE']"
South.Pole,"['South.Pole', 'IAGA:SPA']"
South.Uist,"['South.Uist', 'IAGA:SOU']"
Spitsbergen,"['Spitsbergen', 'IAGA:SPB']"
Srednikan,"['Srednikan', 'IAGA:SRE']"
Srobarova,"['Srobarova', 'IAGA:SRO']"
St.Helier,"['St.Helier', 'IAGA:STH']"
St.John's,"[""St.John's"", 'IAGA:STJ']"
St..Petersburg,"['St..Petersburg', 'IAGA:SPE']"
Stepanovka,"['Stepanovka', 'IAGA:ODE']"
Stettin-Zabelsdorf,"['Stettin-Zabelsdorf', 'IAGA:SZA']"
Stonyhurst,"['Stonyhurst', 'IAGA:STO']"
IAGA:SUB,"['IAGA:SUB', 'Sudbury']"
Sukkertoppen,"['Sukkertoppen', 'IAGA:SKT']"
IAGA:SUA,"['IAGA:SUA', 'Surlari']"
Sveagruva,"['Sveagruva', 'IAGA:SVG']"
Yekaterinburg,"['Yekaterinburg', 'IAGA:SVE']"
IAGA:SWI,"['IAGA:SWI', 'Swider']"
IAGA:SYD,"['IAGA:SYD', 'Sydney']"
Syowa.Base,"['Syowa.Base', 'IAGA:SYO']"
Tacubaya,"['Tacubaya', 'IAGA:TAC']"
IAGA:TAH,"['IAGA:TAH', 'Tahiti']"
IAGA:TAP,"['IAGA:TAP', 'Taihoku']"
IAGA:TAL,"['IAGA:TAL', 'Talara']"
Talkeetna,"['Talkeetna', 'IAGA:TLK']"
Tamanrasset,"['Tamanrasset', 'IAGA:TAM']"
IAGA:TMB,"['IAGA:TMB', 'Tambey']"
IAGA:TPA,"['IAGA:TPA', 'Tampa']"
Tangerang,"['Tangerang', 'IAGA:TNG']"
Tashkent-1,"['Tashkent-1', 'IAGA:TAS']"
Yangi-Bazar,"['Yangi-Bazar', 'IAGA:TKT']"
Tasiusak,"['Tasiusak', 'IAGA:TSK']"
Tate's.Cairn,"[""Tate's.Cairn"", 'IAGA:TCN']"
IAGA:TTB,"['IAGA:TTB', 'Tatuoca']"
IAGA:TEH,"['IAGA:TEH', 'Teheran']"
Tellnitz,"['Tellnitz', 'IAGA:TEL']"
Teoloyucan,"['Teoloyucan', 'IAGA:TEO']"
Teplitz.Bay,"['Teplitz.Bay', 'IAGA:TPB']"
Terra.Nova.Bay,"['Terra.Nova.Bay', 'IAGA:TNB']"
Terre.Adelie,"['Terre.Adelie', 'IAGA:TAA']"
IAGA:TEV,"['IAGA:TEV', 'Tevriz']"
Thompson,"['Thompson', 'IAGA:TMP']"
IAGA:THD,"['IAGA:THD', 'Dundas']"
Camp.Tuto,"['Camp.Tuto', 'IAGA:THU']"
IAGA:THL,"['IAGA:THL', 'Qanaq']"
IAGA:TIF,"['IAGA:TIF', 'Tiflis']"
IAGA:THY,"['IAGA:THY', 'Tihany']"
Tikhaya.Bay,"['Tikhaya.Bay', 'IAGA:TKH']"
IAGA:TIO,"['IAGA:TIO', 'Tiouine']"
Tiruchirapalli,"['Tiruchirapalli', 'IAGA:TIP']"
Tirunelveli,"['Tirunelveli', 'IAGA:TIR']"
Tixie.Bay,"['Tixie.Bay', 'IAGA:TIK']"
IAGA:TOK,"['IAGA:TOK', 'Tokyo']"
IAGA:TOL,"['IAGA:TOL', 'Toledo']"
IAGA:TMK,"['IAGA:TMK', 'Tomsk']"
IAGA:TND,"['IAGA:TND', 'Tondano']"
IAGA:THJ,"['IAGA:THJ', 'Tonghai']"
Toolangi,"['Toolangi', 'IAGA:TOO']"
IAGA:TOR,"['IAGA:TOR', 'Toronto']"
Toulouse,"['Toulouse', 'IAGA:TLS']"
IAGA:TGO,"['IAGA:TGO', 'Toungoo']"
Toyoharanew,"['Toyoharanew', 'IAGA:TOH']"
IAGA:TRW,"['IAGA:TRW', 'Trelew']"
Trivandrum,"['Trivandrum', 'IAGA:TRD']"
IAGA:TRO,"['IAGA:TRO', 'Tromso']"
IAGA:TSI,"['IAGA:TSI', 'Qingdao']"
IAGA:TSU,"['IAGA:TSU', 'Tsumeb']"
IAGA:TUC,"['IAGA:TUC', 'Tucson']"
IAGA:TUL,"['IAGA:TUL', 'Tulsa']"
Tungsten,"['Tungsten', 'IAGA:TST']"
Tuntungan,"['Tuntungan', 'IAGA:TUN']"
IAGA:UCC,"['IAGA:UCC', 'Uccle']"
IAGA:UGT,"['IAGA:UGT', 'Ugut']"
IAGA:UJJ,"['IAGA:UJJ', 'Ujjain']"
IAGA:UKH,"['IAGA:UKH', 'Ukhta']"
Ulan.Bator,"['Ulan.Bator', 'IAGA:UBA']"
IAGA:UMA,"['IAGA:UMA', 'Umba']"
Uppsala.1,"['Uppsala.1', 'IAGA:UPP']"
Uppsala.2,"['Uppsala.2', 'IAGA:UPS']"
Uranium.City,"['Uranium.City', 'IAGA:URC']"
IAGA:WMQ,"['IAGA:WMQ', 'Urumqi']"
IAGA:UTR,"['IAGA:UTR', 'Utrecht']"
Val.Joyeux,"['Val.Joyeux', 'IAGA:VLJ']"
Valentia,"['Valentia', 'IAGA:VAL']"
Van.Rensselaer,"['Van.Rensselaer', 'IAGA:VAN']"
Vassouras,"['Vassouras', 'IAGA:VSS']"
Victoria,"['Victoria', 'IAGA:VIC']"
IAGA:VQS,"['IAGA:VQS', 'Vieques']"
Villa.Remedios,"['Villa.Remedios', 'IAGA:VRE']"
Visakhapatnam,"['Visakhapatnam', 'IAGA:VSK']"
Voeikovo,"['Voeikovo', 'IAGA:LNN']"
Voroshilov,"['Voroshilov', 'IAGA:VOR']"
IAGA:VOS,"['IAGA:VOS', 'Vostok']"
Vykhodnoy,"['Vykhodnoy', 'IAGA:VYK']"
Vysokaya.Dubrava,"['Vysokaya.Dubrava', 'IAGA:SVD']"
Wake.Island,"['Wake.Island', 'IAGA:WKE']"
Warnkenhagen,"['Warnkenhagen', 'IAGA:WRH']"
IAGA:WSW,"['IAGA:WSW', 'Warsaw']"
Washington,"['Washington', 'IAGA:WDC']"
Watheroo,"['Watheroo', 'IAGA:WAT']"
IAGA:WES,"['IAGA:WES', 'Weston']"
White.Shell,"['White.Shell', 'IAGA:WHS']"
IAGA:WIK,"['IAGA:WIK', 'Wien']"
Wien-Auhof,"['Wien-Auhof', 'IAGA:WIA']"
