ResourceID,hcut_id,short_name,long_name
spase://SMWG/Observatory/IAGA/Budapest,IAGA_Budapest,Budapest,Budapest
spase://SMWG/Observatory/IAGA/Budkov,IAGA_Budkov,Budkov,IAGA:BDV
spase://SMWG/Observatory/IAGA/Bunia,IAGA_Bunia,Bunia,IAGA:BNA
spase://SMWG/Observatory/IAGA/Burlington,IAGA_Burlington,Burlington,Burlington
spase://SMWG/Observatory/IAGA/Byrd.Station.1,IAGA_Byrd.Station.1,Byrd Station 1,Byrd.Station.1
spase://SMWG/Observatory/IAGA/Cachoeira.Paulista,IAGA_Cachoeira.Paulista,Cachoeira Paulista,Cachoeira.Paulista
spase://SMWG/Observatory/IAGA/Cambridge.Bay,IAGA_Cambridge.Bay,CBB,Cambridge.Bay
spase://SMWG/Observatory/IAGA/Camp.Douglas,IAGA_Camp.Douglas,Camp Douglas,Camp.Douglas
spase://SMWG/Observatory/IAGA/Campbell.Island,IAGA_Campbell.Island,Campbell Island,Campbell.Island
spase://SMWG/Observatory/IAGA/Canberra,IAGA_Canberra,Canberra,Canberra
spase://SMWG/Observatory/IAGA/Cap.Thordsen,IAGA_Cap.Thordsen,Cap Thordsen,Cap.Thordsen
spase://SMWG/Observatory/IAGA/Cape.Chelyuskin,IAGA_Cape.Chelyuskin,Cape Chelyuskin,Cape.Chelyuskin
spase://SMWG/Observatory/IAGA/Cape.Denison,IAGA_Cape.Denison,Cape Denison,Cape.Denison
spase://SMWG/Observatory/IAGA/Cape.Evans,IAGA_Cape.Evans,Cape Evans,Cape.Evans
spase://SMWG/Observatory/IAGA/Cape.Kamenniy,IAGA_Cape.Kamenniy,Cape Kamenniy,Cape.Kamenniy
spase://SMWG/Observatory/IAGA/Cape.Of.Good.Hope,IAGA_Cape.Of.Good.Hope,Cape Of Good Hope,Cape.Of.Good.Hope
spase://SMWG/Observatory/IAGA/Cape.Parry,IAGA_Cape.Parry,Cape Parry,Cape.Parry
spase://SMWG/Observatory/IAGA/Cape.Schmidt,IAGA_Cape.Schmidt,Cape Schmidt,Cape.Schmidt
spase://SMWG/Observatory/IAGA/Cape.Town,IAGA_Cape.Town,Cape Town,Cape.Town
spase://SMWG/Observatory/IAGA/Cape.Wellen,IAGA_Cape.Wellen,Cape Wellen,Cape.Wellen
spase://SMWG/Observatory/IAGA/Cape.Zhelania,IAGA_Cape.Zhelania,Cape Zhelania,Cape.Zhelania
spase://SMWG/Observatory/IAGA/Capodimonte,IAGA_Capodimonte,Capodimonte,Capodimonte
spase://SMWG/Observatory/IAGA/Capri,IAGA_Capri,Capri,IAGA:CPI
spase://SMWG/Observatory/IAGA/Carrollton,IAGA_Carrollton,Carrollton,Carrollton
spase://SMWG/Observatory/IAGA/Casey,IAGA_Casey,Casey,IAGA:CSY
spase://SMWG/Observatory/IAGA/Casper,IAGA_Casper,Casper,IAGA:CSR
spase://SMWG/Observatory/IAGA/Castellaccio,IAGA_Castellaccio,Castellaccio,Castellaccio
spase://SMWG/Observatory/IAGA/Castello.Tesino,IAGA_Castello.Tesino,Castello Tesino,Castello.Tesino
spase://SMWG/Observatory/IAGA/Castle.Rock,IAGA_Castle.Rock,Castle Rock,Castle.Rock
spase://SMWG/Observatory/IAGA/Cebu,IAGA_Cebu,Cebu,IAGA:CCP
spase://SMWG/Observatory/IAGA/Cha.Pa,IAGA_Cha.Pa,Cha Pa,IAGA:CPA
spase://SMWG/Observatory/IAGA/Chambon.La.Foret,IAGA_Chambon.La.Foret,Chambon La Foret,Chambon.La.Foret
spase://SMWG/Observatory/IAGA/Changchun,IAGA_Changchun,Changchun,Changchun
spase://SMWG/Observatory/IAGA/Charcot,IAGA_Charcot,Charcot,IAGA:CTX
spase://SMWG/Observatory/IAGA/Charters.Towers,IAGA_Charters.Towers,Charters Towers,Charters.Towers
spase://SMWG/Observatory/IAGA/Cheltenham,IAGA_Cheltenham,Cheltenham,Cheltenham
spase://SMWG/Observatory/IAGA/Chengdu,IAGA_Chengdu,Chengdu,IAGA:CDP
spase://SMWG/Observatory/IAGA/Chesterfield.Inlet,IAGA_Chesterfield.Inlet,Chesterfield Inlet,Chesterfield.Inlet
spase://SMWG/Observatory/IAGA/Chichijima,IAGA_Chichijima,Chichijima,Chichijima
spase://SMWG/Observatory/IAGA/Chiclayo,IAGA_Chiclayo,Chiclayo,Chiclayo
spase://SMWG/Observatory/IAGA/Chilbolton,IAGA_Chilbolton,Chilbolton,Chilbolton
spase://SMWG/Observatory/IAGA/Chimbote,IAGA_Chimbote,Chimbote,Chimbote
spase://SMWG/Observatory/IAGA/Chiripa,IAGA_Chiripa,Chiripa,IAGA:CRP
spase://SMWG/Observatory/IAGA/Chittagong,IAGA_Chittagong,Chittagong,Chittagong
spase://SMWG/Observatory/IAGA/Christchurch,IAGA_Christchurch,Christchurch,Christchurch
spase://SMWG/Observatory/IAGA/Clausthal,IAGA_Clausthal,Clausthal,Clausthal
spase://SMWG/Observatory/IAGA/Climax,IAGA_Climax,Climax,IAGA:CLI
spase://SMWG/Observatory/IAGA/Coimbra,IAGA_Coimbra,Coimbra,IAGA:COI
spase://SMWG/Observatory/IAGA/Colaba,IAGA_Colaba,Colaba,IAGA:CLA
spase://SMWG/Observatory/IAGA/College,IAGA_College,CMO,IAGA:CMO
spase://SMWG/Observatory/IAGA/Collmberg,IAGA_Collmberg,Collmberg,Collmberg
spase://SMWG/Observatory/IAGA/Colorado.Springs,IAGA_Colorado.Springs,Colorado Springs,Colorado.Springs
spase://SMWG/Observatory/IAGA/Copenhagen,IAGA_Copenhagen,Copenhagen,Copenhagen
spase://SMWG/Observatory/IAGA/Crozet,IAGA_Crozet,Crozet Port Alfred,Port.Alfred
spase://SMWG/Observatory/IAGA/Cuajimalpa,IAGA_Cuajimalpa,Cuajimalpa,Cuajimalpa
spase://SMWG/Observatory/IAGA/Cuzco,IAGA_Cuzco,Cuzco,IAGA:CUS
spase://SMWG/Observatory/IAGA/Dalat,IAGA_Dalat,Dalat,IAGA:DLT
spase://SMWG/Observatory/IAGA/Dalian,IAGA_Dalian,Dalian,IAGA:DLN
spase://SMWG/Observatory/IAGA/Dallas,IAGA_Dallas,Dallas,IAGA:DAL
spase://SMWG/Observatory/IAGA/Dar.Es.Salaam,IAGA_Dar.Es.Salaam,Dar Es Salaam,Dar.Es.Salaam
spase://SMWG/Observatory/IAGA/Darwin,IAGA_Darwin,Darwin,IAGA:DAR
spase://SMWG/Observatory/IAGA/Davao,IAGA_Davao,Davao,IAGA:DAV
spase://SMWG/Observatory/IAGA/Davis,IAGA_Davis,Davis,IAGA:DVS
spase://SMWG/Observatory/IAGA/De.Bilt,IAGA_De.Bilt,De Bilt,IAGA:DBN
spase://SMWG/Observatory/IAGA/Dehra.Dun,IAGA_Dehra.Dun,Dehra Dun,Dehra.Dun
spase://SMWG/Observatory/IAGA/Dekelia,IAGA_Dekelia,Dekelia,IAGA:DEK
spase://SMWG/Observatory/IAGA/Del.Rio,IAGA_Del.Rio,Del Rio,IAGA:DLR
spase://SMWG/Observatory/IAGA/Discovery.Bay.North,IAGA_Discovery.Bay.North,Discovery Bay North,Discovery.Bay.North
spase://SMWG/Observatory/IAGA/Discovery.Bay.South,IAGA_Discovery.Bay.South,Discovery Bay South,Discovery.Bay.South
spase://SMWG/Observatory/IAGA/Dixon,IAGA_Dixon,Dixon,IAGA:DIK
spase://SMWG/Observatory/IAGA/Djibouti,IAGA_Djibouti,Djibouti,Djibouti
spase://SMWG/Observatory/IAGA/Dombas,IAGA_Dombas,DOB,IAGA:DOB
spase://SMWG/Observatory/IAGA/Dome.Concordia,IAGA_Dome.Concordia,Dome Concordia,Dome.Concordia
spase://SMWG/Observatory/IAGA/Dome.Fuji,IAGA_Dome.Fuji,Dome Fuji,Dome.Fuji
spase://SMWG/Observatory/IAGA/Donnersberg,IAGA_Donnersberg,Donnersberg,Donnersberg
spase://SMWG/Observatory/IAGA/Dourbes,IAGA_Dourbes,Dourbes,IAGA:DOU
spase://SMWG/Observatory/IAGA/Dublin,IAGA_Dublin,Dublin,IAGA:DUB
spase://SMWG/Observatory/IAGA/Dumont.Durville,IAGA_Dumont.Durville,Dumont Durville,Dumont.Durville
spase://SMWG/Observatory/IAGA/Durham,IAGA_Durham,Durham,IAGA:DUR
spase://SMWG/Observatory/IAGA/Dusheti,IAGA_Dusheti,Dusheti,IAGA:TFS
spase://SMWG/Observatory/IAGA/Dymer,IAGA_Dymer,Dymer,IAGA:KIV
spase://SMWG/Observatory/IAGA/East.Anglia,IAGA_East.Anglia,East Anglia,East.Anglia
spase://SMWG/Observatory/IAGA/Easter.Island,IAGA_Easter.Island,Easter Island,Easter.Island
spase://SMWG/Observatory/IAGA/Eastport,IAGA_Eastport,Eastport,Eastport
spase://SMWG/Observatory/IAGA/Ebro,IAGA_Ebro,Ebro,IAGA:EBR
spase://SMWG/Observatory/IAGA/Eielson.AFB,IAGA_Eielson.AFB,Eielson AFB,Eielson.AFB
spase://SMWG/Observatory/IAGA/Eights.Station,IAGA_Eights.Station,Eights Station,Eights.Station
spase://SMWG/Observatory/IAGA/Eilat,IAGA_Eilat,Eilat,IAGA:ELT
spase://SMWG/Observatory/IAGA/El.Abiod.Sidi,IAGA_El.Abiod.Sidi,El Abiod Sidi,El.Abiod.Sidi
spase://SMWG/Observatory/IAGA/Elizabethville,IAGA_Elizabethville,Elizabethville,Elizabethville
spase://SMWG/Observatory/IAGA/Enkoping,IAGA_Enkoping,Enkoping,Enkoping
spase://SMWG/Observatory/IAGA/Esashi,IAGA_Esashi,Esashi,IAGA:ESA
spase://SMWG/Observatory/IAGA/Eskdalemuir,IAGA_Eskdalemuir,Eskdalemuir,Eskdalemuir
spase://SMWG/Observatory/IAGA/Eskimo.Point,IAGA_Eskimo.Point,Eskimo Point,Eskimo.Point
spase://SMWG/Observatory/IAGA/Espanola,IAGA_Espanola,Espanola,Espanola
spase://SMWG/Observatory/IAGA/Etah,IAGA_Etah,Etah,IAGA:ETA
spase://SMWG/Observatory/IAGA/Etaiyapuram,IAGA_Etaiyapuram,Etaiyapuram,Etaiyapuram
spase://SMWG/Observatory/IAGA/Eureka,IAGA_Eureka,Eureka,IAGA:EUA
spase://SMWG/Observatory/IAGA/Eusebio,IAGA_Eusebio,Eusebio,IAGA:EUS
spase://SMWG/Observatory/IAGA/Eyrewell,IAGA_Eyrewell,Eyrewell,Eyrewell
spase://SMWG/Observatory/IAGA/Falmouth,IAGA_Falmouth,Falmouth,Falmouth
spase://SMWG/Observatory/IAGA/Fanning.Island,IAGA_Fanning.Island,Fanning Island,Fanning.Island
spase://SMWG/Observatory/IAGA/Flensburg,IAGA_Flensburg,Flensburg,Flensburg
spase://SMWG/Observatory/IAGA/Floeberg.Beach,IAGA_Floeberg.Beach,Floeberg Beach,Floeberg.Beach
spase://SMWG/Observatory/IAGA/Fort.Chipewyan,IAGA_Fort.Chipewyan,Fort Chipewyan,Fort.Chipewyan
spase://SMWG/Observatory/IAGA/Fort.Churchill.2,IAGA_Fort.Churchill.2,Fort Churchill,Fort.Churchill.2
spase://SMWG/Observatory/IAGA/Fort.Conger,IAGA_Fort.Conger,Fort Conger,Fort.Conger
spase://SMWG/Observatory/IAGA/Fort.Mcmurray,IAGA_Fort.Mcmurray,Fort Mcmurray,Fort.Mcmurray
spase://SMWG/Observatory/IAGA/Fort.Rae,IAGA_Fort.Rae,Fort Rae,Fort.Rae
spase://SMWG/Observatory/IAGA/Fort.Severn,IAGA_Fort.Severn,Fort Severn,Fort.Severn
spase://SMWG/Observatory/IAGA/Fort.Simpson,IAGA_Fort.Simpson,FSP,Fort.Simpson
spase://SMWG/Observatory/IAGA/Fort.Smith,IAGA_Fort.Smith,FSM,Fort.Smith
spase://SMWG/Observatory/IAGA/Fort.Yukon,IAGA_Fort.Yukon,FYU,Fort.Yukon
spase://SMWG/Observatory/IAGA/Fredericksburg,IAGA_Fredericksburg,FRD,Fredericksburg
spase://SMWG/Observatory/IAGA/Freetown,IAGA_Freetown,Freetown,Freetown
spase://SMWG/Observatory/IAGA/Freiberg,IAGA_Freiberg,Freiberg,Freiberg
spase://SMWG/Observatory/IAGA/Fresno,IAGA_Fresno,FRN,IAGA:FRN
spase://SMWG/Observatory/IAGA/Fuquene,IAGA_Fuquene,Fuquene,IAGA:FUQ
spase://SMWG/Observatory/IAGA/Furstenfeldbruck,IAGA_Furstenfeldbruck,Furstenfeldbruck,Furstenfeldbruck
spase://SMWG/Observatory/IAGA/Gauss.Station,IAGA_Gauss.Station,Gauss Station,Gauss.Station
spase://SMWG/Observatory/IAGA/Gelania,IAGA_Gelania,Gelania,IAGA:GEL
spase://SMWG/Observatory/IAGA/Genova.C,IAGA_Genova.C,Genova C,Genova.C
spase://SMWG/Observatory/IAGA/Genova.Monte.Capellino,IAGA_Genova.Monte.Capellino,Genova Monte Capellino,Genova.Monte.Capellino
spase://SMWG/Observatory/IAGA/Georg.Von.Neumayer,IAGA_Georg.Von.Neumayer,Georg Von Neumayer,Georg.Von.Neumayer
spase://SMWG/Observatory/IAGA/Gibilmanna,IAGA_Gibilmanna,Gibilmanna,Gibilmanna
spase://SMWG/Observatory/IAGA/Gilgit,IAGA_Gilgit,Gilgit,IAGA:GIT
spase://SMWG/Observatory/IAGA/Gillam,IAGA_Gillam,GIM,IAGA:GIM
spase://SMWG/Observatory/IAGA/Girardville,IAGA_Girardville,Girardville,Girardville
spase://SMWG/Observatory/IAGA/Gjoahavn,IAGA_Gjoahavn,Gjoahavn,Gjoahavn
spase://SMWG/Observatory/IAGA/Glenlea,IAGA_Glenlea,Glenlea,IAGA:GLN
spase://SMWG/Observatory/IAGA/Gnangara,IAGA_Gnangara,Gnangara,Gnangara
spase://SMWG/Observatory/IAGA/Godhavn,IAGA_Godhavn,Godhavn,IAGA:GDH
spase://SMWG/Observatory/IAGA/Godthaab,IAGA_Godthaab,Godthaab,Godthaab
spase://SMWG/Observatory/IAGA/Golmud,IAGA_Golmud,Golmud,IAGA:GLM
spase://SMWG/Observatory/IAGA/Gonzales.Videla,IAGA_Gonzales.Videla,Gonzales Videla,Gonzales.Videla
spase://SMWG/Observatory/IAGA/Gornotayezhnaya,IAGA_Gornotayezhnaya,Gornotayezhnaya Vladivostok,Vladivostok
spase://SMWG/Observatory/IAGA/Gottingen.1,IAGA_Gottingen.1,Gottingen 1,Gottingen-1
spase://SMWG/Observatory/IAGA/Gottingen.2,IAGA_Gottingen.2,Gottingen 2,Gottingen-2
spase://SMWG/Observatory/IAGA/Grahamstown,IAGA_Grahamstown,Grahamstown,Grahamstown
spase://SMWG/Observatory/IAGA/Great.Wall.Station,IAGA_Great.Wall.Station,Great Wall Station,Great.Wall.Station
spase://SMWG/Observatory/IAGA/Great.Whale.River,IAGA_Great.Whale.River,Great Whale River,Great.Whale.River
spase://SMWG/Observatory/IAGA/Greenwich,IAGA_Greenwich,Greenwich,Greenwich
spase://SMWG/Observatory/IAGA/Grocka,IAGA_Grocka,Grocka,IAGA:GCK
spase://SMWG/Observatory/IAGA/Gross.Raum,IAGA_Gross.Raum,Gross Raum,Gross.Raum
spase://SMWG/Observatory/IAGA/Grytviken,IAGA_Grytviken,Grytviken,Grytviken
spase://SMWG/Observatory/IAGA/Guam,IAGA_Guam,Guam,IAGA:GUA
spase://SMWG/Observatory/IAGA/Guangzhou,IAGA_Guangzhou,Guangzhou,Guangzhou
spase://SMWG/Observatory/IAGA/Guimar,IAGA_Guimar,Guimar,IAGA:GUI
spase://SMWG/Observatory/IAGA/Hackney.Wick.1,IAGA_Hackney.Wick.1,Hackney Wick 1,Hackney.Wick.1
spase://SMWG/Observatory/IAGA/Hackney.Wick.2,IAGA_Hackney.Wick.2,Hackney Wick 2,Hackney.Wick.2
spase://SMWG/Observatory/IAGA/Hallet,IAGA_Hallet,Hallet,IAGA:HLL
spase://SMWG/Observatory/IAGA/Halley.Bay,IAGA_Halley.Bay,Halley Bay,Halley.Bay
spase://SMWG/Observatory/IAGA/Hamburg,IAGA_Hamburg,Hamburg,IAGA:HAM
spase://SMWG/Observatory/IAGA/Hankasalmi,IAGA_Hankasalmi,HAN,Hankasalmi
spase://SMWG/Observatory/IAGA/Hartebeesthoek,IAGA_Hartebeesthoek,Hartebeesthoek,Hartebeesthoek
spase://SMWG/Observatory/IAGA/Hartland,IAGA_Hartland,Hartland,Hartland
spase://SMWG/Observatory/IAGA/Hatizyo,IAGA_Hatizyo,Hatizyo,IAGA:HTY
spase://SMWG/Observatory/IAGA/Havana,IAGA_Havana,Havana,IAGA:HVN
spase://SMWG/Observatory/IAGA/Hayriver,IAGA_Hayriver,Hayriver,Hayriver
spase://SMWG/Observatory/IAGA/Healy,IAGA_Healy,Healy,IAGA:HEA
spase://SMWG/Observatory/IAGA/Heard.Island,IAGA_Heard.Island,Heard Island,Heard.Island
spase://SMWG/Observatory/IAGA/Heiss.Island,IAGA_Heiss.Island,Heiss Island,Heiss.Island
spase://SMWG/Observatory/IAGA/Hel,IAGA_Hel,Hel,IAGA:HLP
spase://SMWG/Observatory/IAGA/Helsinki,IAGA_Helsinki,Helsinki,Helsinki
spase://SMWG/Observatory/IAGA/Helwan,IAGA_Helwan,Helwan,IAGA:HLW
spase://SMWG/Observatory/IAGA/Herchmer,IAGA_Herchmer,Herchmer,Herchmer
spase://SMWG/Observatory/IAGA/Hermanus,IAGA_Hermanus,Hermanus,Hermanus
spase://SMWG/Observatory/IAGA/Hermsdorf,IAGA_Hermsdorf,Hermsdorf,Hermsdorf
spase://SMWG/Observatory/IAGA/Hobart,IAGA_Hobart,Hobart,IAGA:HBT
spase://SMWG/Observatory/IAGA/Hollandia,IAGA_Hollandia,Hollandia,Hollandia
spase://SMWG/Observatory/IAGA/Holsteinsborg,IAGA_Holsteinsborg,Holsteinsborg,Holsteinsborg
spase://SMWG/Observatory/IAGA/Hong.Kong.1,IAGA_Hong.Kong.1,Hong Kong,Hong.Kong.1
spase://SMWG/Observatory/IAGA/Honolulu.1.2.3,IAGA_Honolulu.1.2.3,Honolulu 1 2 3,Honolulu.1-2-3
spase://SMWG/Observatory/IAGA/Hornsund,IAGA_Hornsund,Hornsund,Hornsund
spase://SMWG/Observatory/IAGA/Huancayo,IAGA_Huancayo,Huancayo,Huancayo
spase://SMWG/Observatory/IAGA/Hurbanovo,IAGA_Hurbanovo,Hurbanovo,Hurbanovo
spase://SMWG/Observatory/IAGA/Husafell,IAGA_Husafell,Husafell,Husafell
spase://SMWG/Observatory/IAGA/Hyderabad,IAGA_Hyderabad,Hyderabad,Hyderabad
spase://SMWG/Observatory/IAGA/Ibadan,IAGA_Ibadan,Ibadan,IAGA:IBD
spase://SMWG/Observatory/IAGA/Ile.Ife,IAGA_Ile.Ife,Ile Ife,IAGA:IIF
spase://SMWG/Observatory/IAGA/Inge.Lehmann,IAGA_Inge.Lehmann,Inge Lehmann,Inge.Lehmann
spase://SMWG/Observatory/IAGA/Inuvik,IAGA_Inuvik,INK,IAGA:INK
spase://SMWG/Observatory/IAGA/Iqaluit,IAGA_Iqaluit,IQA,IAGA:IQA
spase://SMWG/Observatory/IAGA/Isachsen,IAGA_Isachsen,Isachsen,Isachsen
spase://SMWG/Observatory/IAGA/Islamabad,IAGA_Islamabad,Islamabad,Islamabad
spase://SMWG/Observatory/IAGA/Island.Lake,IAGA_Island.Lake,Island Lake,Island.Lake
spase://SMWG/Observatory/IAGA/Istanbul.Kandilly,IAGA_Istanbul.Kandilly,Istanbul Kandilly,Istanbul.Kandilly
spase://SMWG/Observatory/IAGA/Ivalo,IAGA_Ivalo,IVA,IAGA:IVA
spase://SMWG/Observatory/IAGA/Ivigtut,IAGA_Ivigtut,Ivigtut,IAGA:IVI
spase://SMWG/Observatory/IAGA/Iznik,IAGA_Iznik,Iznik,IAGA:IZN
spase://SMWG/Observatory/IAGA/Jaipur,IAGA_Jaipur,Jaipur,IAGA:JAI
spase://SMWG/Observatory/IAGA/Jaluit,IAGA_Jaluit,Jaluit,IAGA:JAL
spase://SMWG/Observatory/IAGA/Jan.Mayen,IAGA_Jan.Mayen,JMI,Jan.Mayen
spase://SMWG/Observatory/IAGA/Janow,IAGA_Janow,Janow,IAGA:YNV
spase://SMWG/Observatory/IAGA/Jarvis.Island,IAGA_Jarvis.Island,Jarvis Island,Jarvis.Island
spase://SMWG/Observatory/IAGA/Jassy,IAGA_Jassy,Jassy,IAGA:JSS
spase://SMWG/Observatory/IAGA/Jekman.Island,IAGA_Jekman.Island,Jekman Island,Jekman.Island
spase://SMWG/Observatory/IAGA/Johnson.Point,IAGA_Johnson.Point,Johnson Point,Johnson.Point
spase://SMWG/Observatory/IAGA/Julianehaab,IAGA_Julianehaab,Julianehaab,Julianehaab
spase://SMWG/Observatory/IAGA/Kakadu,IAGA_Kakadu,Kakadu,IAGA:KDU
spase://SMWG/Observatory/IAGA/Kakioka,IAGA_Kakioka,Kakioka,IAGA:KAK
spase://SMWG/Observatory/IAGA/Kaliningrad.1,IAGA_Kaliningrad.1,Kaliningrad 1,Kaliningrad-1
spase://SMWG/Observatory/IAGA/Kaliningrad.2,IAGA_Kaliningrad.2,Kaliningrad 2,Kaliningrad-2
spase://SMWG/Observatory/IAGA/Kamenniyj.Mys,IAGA_Kamenniyj.Mys,Kamenniyj Mys,Kamenniyj.Mys
spase://SMWG/Observatory/IAGA/Kandalaksha,IAGA_Kandalaksha,Kandalaksha,Kandalaksha
spase://SMWG/Observatory/IAGA/Kanoya,IAGA_Kanoya,Kanoya,IAGA:KNY
spase://SMWG/Observatory/IAGA/Kanozan,IAGA_Kanozan,Kanozan,IAGA:KNZ
spase://SMWG/Observatory/IAGA/Kap.Tobin,IAGA_Kap.Tobin,Kap Tobin,Kap.Tobin
spase://SMWG/Observatory/IAGA/Karachi,IAGA_Karachi,Karachi,IAGA:KRC
spase://SMWG/Observatory/IAGA/Karavia,IAGA_Karavia,Karavia,IAGA:KVA
spase://SMWG/Observatory/IAGA/Karmakuli,IAGA_Karmakuli,Karmakuli,Karmakuli
spase://SMWG/Observatory/IAGA/Karsani,IAGA_Karsani,Karsani,IAGA:KAS
spase://SMWG/Observatory/IAGA/Kashi,IAGA_Kashi,Kashi,IAGA:KSH
spase://SMWG/Observatory/IAGA/Katuura,IAGA_Katuura,Katuura,IAGA:KAT
spase://SMWG/Observatory/IAGA/Keetmanshoop,IAGA_Keetmanshoop,Keetmanshoop,Keetmanshoop
spase://SMWG/Observatory/IAGA/Keles,IAGA_Keles,Keles,IAGA:KEL
spase://SMWG/Observatory/IAGA/Kem,IAGA_Kem,Kem,IAGA:KEM
spase://SMWG/Observatory/IAGA/Kerguelen,IAGA_Kerguelen,Kerguelen,Kerguelen
spase://SMWG/Observatory/IAGA/Kew,IAGA_Kew,Kew,IAGA:KEW
spase://SMWG/Observatory/IAGA/Key.West,IAGA_Key.West,Key West,Key.West
spase://SMWG/Observatory/IAGA/Khabarovsk,IAGA_Khabarovsk,Khabarovsk,Khabarovsk
spase://SMWG/Observatory/IAGA/Kharasavey,IAGA_Kharasavey,Kharasavey,Kharasavey
spase://SMWG/Observatory/IAGA/Kiel,IAGA_Kiel,Kiel,IAGA:KIE
spase://SMWG/Observatory/IAGA/King.George.Island,IAGA_King.George.Island,King George Island,King.George.Island
spase://SMWG/Observatory/IAGA/King.Point,IAGA_King.Point,King Point,King.Point
spase://SMWG/Observatory/IAGA/Kinguafjord,IAGA_Kinguafjord,Kinguafjord,Kinguafjord
spase://SMWG/Observatory/IAGA/Kiruna,IAGA_Kiruna,Kiruna,IAGA:KIR
spase://SMWG/Observatory/IAGA/Klagenfurt,IAGA_Klagenfurt,Klagenfurt,Klagenfurt
spase://SMWG/Observatory/IAGA/Klyuchi,IAGA_Klyuchi,Klyuchi,IAGA:KLY
spase://SMWG/Observatory/IAGA/Kodaikanal,IAGA_Kodaikanal,Kodaikanal,Kodaikanal
spase://SMWG/Observatory/IAGA/Kontagora,IAGA_Kontagora,Kontagora,Kontagora
spase://SMWG/Observatory/IAGA/Korets,IAGA_Korets,Korets,IAGA:KTS
spase://SMWG/Observatory/IAGA/Koror,IAGA_Koror,Koror,IAGA:KOR
spase://SMWG/Observatory/IAGA/Kotzebue,IAGA_Kotzebue,Kotzebue,Kotzebue
spase://SMWG/Observatory/IAGA/Kourou,IAGA_Kourou,Kourou,IAGA:KOU
spase://SMWG/Observatory/IAGA/Krakau,IAGA_Krakau,Krakau,IAGA:CRA
spase://SMWG/Observatory/IAGA/Krasnaya.Pakhra,IAGA_Krasnaya.Pakhra,Krasnaya Pakhra,Krasnaya.Pakhra
spase://SMWG/Observatory/IAGA/Kremsmunster,IAGA_Kremsmunster,Kremsmunster,Kremsmunster
spase://SMWG/Observatory/IAGA/Ksara,IAGA_Ksara,Ksara,IAGA:KSA
spase://SMWG/Observatory/IAGA/Kuchino,IAGA_Kuchino,Kuchino,IAGA:KTC
spase://SMWG/Observatory/IAGA/Kumasi,IAGA_Kumasi,Kumasi,IAGA:KUM
spase://SMWG/Observatory/IAGA/Kupang,IAGA_Kupang,Kupang,IAGA:KUP
spase://SMWG/Observatory/IAGA/Kuyper,IAGA_Kuyper,Kuyper,IAGA:KUY
spase://SMWG/Observatory/IAGA/Kwajalein,IAGA_Kwajalein,Kwajalein,Kwajalein
spase://SMWG/Observatory/IAGA/Kzil.Agach,IAGA_Kzil.Agach,Kzil Agach,Kzil-Agach
spase://SMWG/Observatory/IAGA/La.Maddalena,IAGA_La.Maddalena,La Maddalena,La.Maddalena
spase://SMWG/Observatory/IAGA/La.Paz,IAGA_La.Paz,La Paz,IAGA:LPB
spase://SMWG/Observatory/IAGA/La.Quiaca,IAGA_La.Quiaca,La Quiaca,La.Quiaca
spase://SMWG/Observatory/IAGA/Langenberg.And.Bochum,IAGA_Langenberg.And.Bochum,Langenberg And Bochum,Langenberg.And.Bochum
spase://SMWG/Observatory/IAGA/Lanzhou,IAGA_Lanzhou,Lanzhou,IAGA:LZH
spase://SMWG/Observatory/IAGA/LAquila,IAGA_LAquila,L'Aquila,L'Aquila
spase://SMWG/Observatory/IAGA/Las.Acacias,IAGA_Las.Acacias,Las Acacias,Las.Acacias
spase://SMWG/Observatory/IAGA/Lauder,IAGA_Lauder,Lauder,IAGA:LAU
spase://SMWG/Observatory/IAGA/Lazarev,IAGA_Lazarev,Lazarev,IAGA:LZV
spase://SMWG/Observatory/IAGA/Leadville,IAGA_Leadville,Leadville,Leadville
spase://SMWG/Observatory/IAGA/Learmonth,IAGA_Learmonth,Learmonth,Learmonth
spase://SMWG/Observatory/IAGA/Leduc,IAGA_Leduc,Leduc,IAGA:LED
spase://SMWG/Observatory/IAGA/Leirvogur,IAGA_Leirvogur,LRV,Leirvogur
spase://SMWG/Observatory/IAGA/Lerwick,IAGA_Lerwick,Lerwick,IAGA:LER
spase://SMWG/Observatory/IAGA/Lhasa,IAGA_Lhasa,Lhasa,IAGA:LSA
spase://SMWG/Observatory/IAGA/Lisbon,IAGA_Lisbon,Lisbon,IAGA:LIS
spase://SMWG/Observatory/IAGA/Little.America,IAGA_Little.America,Little America,Little.America
spase://SMWG/Observatory/IAGA/Livingston.Island,IAGA_Livingston.Island,Livingston Island,Livingston.Island
spase://SMWG/Observatory/IAGA/Logrono,IAGA_Logrono,Logrono,IAGA:LGR
spase://SMWG/Observatory/IAGA/Lompoc,IAGA_Lompoc,Lompoc,IAGA:LOC
spase://SMWG/Observatory/IAGA/Loparskaya,IAGA_Loparskaya,Loparskaya Murmansk,Murmansk
spase://SMWG/Observatory/IAGA/Loring.AFB,IAGA_Loring.AFB,Loring AFB,Loring.AFB
spase://SMWG/Observatory/IAGA/Los.Angeles,IAGA_Los.Angeles,Los Angeles,Los.Angeles
